,n_ton,avg_homo_b,exp_homo_b,exp_minus_avg
0,2,0.005050505050505051,0.005025125628140704,-2.5379422364347343e-05
1,3,0.00819672131147541,0.01507537688442211,0.0068786555729467
2,4,0.1038961038961039,0.030150753768844223,-0.07374535012725968
3,5,0.11320754716981132,0.05025125628140704,-0.06295629088840429
4,6,0.14893617021276595,0.07537688442211055,-0.0735592857906554
5,7,0.07407407407407407,0.10552763819095477,0.0314535641168807
6,8,0.14285714285714285,0.1407035175879397,-0.002153625269203152
7,9,0.18181818181818182,0.18090452261306533,-0.0009136592051164905
8,10,0.125,0.2261306532663317,0.1011306532663317
9,11,0.36363636363636365,0.27638190954773867,-0.08725445408862498
10,12,0.42105263157894735,0.3316582914572864,-0.08939434012166092
11,13,0.6666666666666666,0.39195979899497496,-0.27470686767169167
12,14,0.25,0.457286432160804,0.207286432160804
13,15,0.3333333333333333,0.5276381909547739,0.19430485762144062
14,16,0.2,0.6030150753768846,0.4030150753768846
15,17,0.42857142857142855,0.6834170854271358,0.2548456568557072
16,18,1.0,0.7688442211055276,-0.23115577889447236
17,19,1.0,0.8592964824120605,-0.14070351758793953
18,20,1.3333333333333333,0.9547738693467336,-0.3785594639865997
19,21,1.0,1.0552763819095479,0.05527638190954787
20,22,1.5,1.1608040201005025,-0.33919597989949746
21,23,0.5,1.271356783919598,0.771356783919598
22,24,1.0,1.3869346733668342,0.3869346733668342
23,25,3.0,1.5075376884422111,-1.4924623115577889
24,26,1.0,1.6331658291457287,0.6331658291457287
25,27,3.0,1.763819095477387,-1.236180904522613
26,28,3.0,1.8994974874371862,-1.1005025125628138
27,29,1.6666666666666667,2.040201005025126,0.37353433835845906
28,30,1.5,2.1859296482412063,0.6859296482412063
29,32,4.0,2.4924623115577895,-1.5075376884422105
30,36,3.0,3.1658291457286443,0.16582914572864427
31,40,3.0,3.9195979899497493,0.9195979899497493
32,41,5.0,4.120603015075376,-0.8793969849246244
33,42,3.0,4.326633165829145,1.3266331658291453
34,43,5.0,4.5376884422110555,-0.4623115577889445
35,51,7.0,6.407035175879396,-0.592964824120604
36,64,12.0,10.130653266331656,-1.869346733668344
