,n_ton,avg_homo_b,exp_homo_b,exp_minus_avg
0,2,0.0055248618784530384,0.010101010101010102,0.004576148222557063
1,3,0.024691358024691357,0.030303030303030304,0.005611672278338947
2,4,0.10869565217391304,0.06060606060606061,-0.04808959156785243
3,5,0.09090909090909091,0.10101010101010101,0.010101010101010097
4,6,0.23529411764705882,0.1515151515151515,-0.08377896613190733
5,7,0.14285714285714285,0.21212121212121213,0.06926406926406928
6,8,0.18181818181818182,0.2828282828282829,0.10101010101010105
7,9,0.3333333333333333,0.36363636363636365,0.03030303030303033
8,10,0.75,0.4545454545454546,-0.2954545454545454
9,11,0.8333333333333334,0.5555555555555555,-0.2777777777777779
10,12,0.2857142857142857,0.6666666666666667,0.38095238095238104
11,13,1.3333333333333333,0.7878787878787878,-0.5454545454545454
12,14,1.3333333333333333,0.9191919191919192,-0.41414141414141403
13,15,0.0,1.0606060606060608,1.0606060606060608
14,16,2.5,1.212121212121212,-1.287878787878788
15,17,3.0,1.3737373737373737,-1.6262626262626263
16,19,3.0,1.7272727272727273,-1.2727272727272727
17,20,1.0,1.919191919191919,0.9191919191919189
18,22,2.5,2.333333333333334,-0.16666666666666607
19,24,2.0,2.7878787878787876,0.7878787878787876
20,25,2.0,3.0303030303030307,1.0303030303030307
21,27,5.0,3.5454545454545454,-1.4545454545454546
