chrom,pos,allele_count,num_heterozygotes,num_homozygotes,chi_pr_values,fisher_pr_values,fisher_p_n_homo_leq,fisher_p_n_homo_geq,fisher_p_two_sided
4,6,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
7,6,3,3,0,0.9977389989283943,0.996996996996997,0.996996996996997,1.0,1.0
7,16,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
14,15,7,7,0,0.9876535331294505,0.9790842943970669,0.9790842943970669,1.0,1.0
20,7,8,8,0,0.9838723606807993,0.9721823910125961,0.9721823910125961,1.0,1.0
20,9,3,3,0,0.9977389989283943,0.996996996996997,0.996996996996997,1.0,1.0
22,21,6,6,0,0.990932381241065,0.9850301504359155,0.9850301504359155,1.0,1.0
38,18,4,4,0,0.9959759253458835,0.9939970060331144,0.9939970060331144,1.0,1.0
57,5,3,3,0,0.9977389989283943,0.996996996996997,0.996996996996997,1.0,1.0
67,1,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
76,4,4,4,0,0.9959759253458835,0.9939970060331144,0.9939970060331144,1.0,1.0
76,21,5,5,0,0.9937069130460606,0.9900050501855918,0.9900050501855918,1.0,1.0
76,23,5,5,0,0.9937069130460606,0.9900050501855918,0.9900050501855918,1.0,1.0
95,11,3,3,0,0.9977389989283943,0.996996996996997,0.996996996996997,1.0,1.0
98,19,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
99,19,7,7,0,0.9876535331294505,0.9790842943970669,0.9790842943970669,1.0,1.0
105,25,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
135,9,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
137,17,4,4,0,0.9959759253458835,0.9939970060331144,0.9939970060331144,1.0,1.0
138,5,3,3,0,0.9977389989283943,0.996996996996997,0.996996996996997,1.0,1.0
155,10,8,8,0,0.9838723606807993,0.9721823910125961,0.9721823910125961,1.0,1.0
160,16,11,11,0,0.9695466924909625,0.9459319426749386,0.9459319426749386,1.0,1.0
164,21,3,3,0,0.9977389989283943,0.996996996996997,0.996996996996997,1.0,1.0
165,3,4,4,0,0.9959759253458835,0.9939970060331144,0.9939970060331144,1.0,1.0
172,5,5,5,0,0.9937069130460606,0.9900050501855918,0.9900050501855918,1.0,1.0
176,22,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
199,26,6,6,0,0.990932381241065,0.9850301504359155,0.9850301504359155,1.0,1.0
241,13,6,6,0,0.990932381241065,0.9850301504359155,0.9850301504359155,1.0,1.0
242,4,4,4,0,0.9959759253458835,0.9939970060331144,0.9939970060331144,1.0,1.0
242,9,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
242,13,6,4,1,1.6818354288152377e-12,0.014924699249029023,0.9999548496849445,0.014969849564084531,0.014969849564084531
254,6,6,6,0,0.990932381241065,0.9850301504359155,0.9850301504359155,1.0,1.0
259,2,12,12,0,0.9637919717306709,0.9354109605016077,0.9354109605016077,1.0000000000000002,1.0000000000000002
260,14,4,4,0,0.9959759253458835,0.9939970060331144,0.9939970060331144,1.0,1.0
265,18,3,3,0,0.9977389989283943,0.996996996996997,0.996996996996997,1.0,1.0
273,3,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
279,25,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
283,12,6,6,0,0.990932381241065,0.9850301504359155,0.9850301504359155,1.0,1.0
287,6,5,5,0,0.9937069130460606,0.9900050501855918,0.9900050501855918,1.0,1.0
290,12,6,6,0,0.990932381241065,0.9850301504359155,0.9850301504359155,1.0,1.0
298,24,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
330,5,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
331,18,10,10,0,0.9748149691105003,0.9555843094369278,0.9555843094369278,1.0,1.0
335,8,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
339,2,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
346,23,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
360,10,7,7,0,0.9876535331294505,0.9790842943970669,0.9790842943970669,1.0,1.0
363,7,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
368,19,4,4,0,0.9959759253458835,0.9939970060331144,0.9939970060331144,1.0,1.0
371,4,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
379,22,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
388,24,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
389,15,16,16,0,0.9360389202008819,0.8852419484553506,0.8852419484553506,0.9999999999999999,0.9999999999999999
394,21,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
