chrom,pos,allele_count,num_heterozygotes,num_homozygotes,chi_pr_values,fisher_pr_values,fisher_p_n_homo_leq,fisher_p_n_homo_geq,fisher_p_two_sided
4,6,3,3,0,0.998872253775306,0.9984992496248124,0.9984992496248124,1.0,1.0
7,6,4,4,0,0.9979939906673919,0.9969992507520661,0.9969992507520661,1.0,1.0
7,16,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
14,15,6,6,0,0.9954831099826345,0.9925075187772161,0.9925075187772161,1.0,1.0
16,10,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
20,7,14,14,0,0.9754595015030865,0.9552238563540852,0.9552238563540852,1.0,1.0
20,9,3,3,0,0.998872253775306,0.9984992496248124,0.9984992496248124,1.0,1.0
22,21,24,22,1,0.0737997073480657,0.12283945429133619,0.9925071850350713,0.13033226925626484,0.13033226925626484
24,3,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
38,18,5,5,0,0.9968642429984811,0.995001256261581,0.995001256261581,1.0,1.0
57,5,5,5,0,0.9968642429984811,0.995001256261581,0.995001256261581,1.0,1.0
60,7,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
62,11,5,5,0,0.9968642429984811,0.995001256261581,0.995001256261581,1.0,1.0
67,1,8,8,0,0.9919680438685891,0.9860455489387389,0.9860455489387389,0.9999999999999999,0.9999999999999999
67,8,7,7,0,0.9938508825359385,0.9895210367748775,0.9895210367748775,1.0,1.0
76,21,11,11,0,0.9848235826801348,0.972733369857646,0.972733369857646,1.0,1.0
76,23,7,7,0,0.9938508825359385,0.9895210367748775,0.9895210367748775,1.0,1.0
95,11,5,5,0,0.9968642429984811,0.995001256261581,0.995001256261581,1.0,1.0
95,14,16,16,0,0.9680048221116089,0.9413227215492337,0.9413227215492337,0.9999999999999999,0.9999999999999999
99,19,20,20,0,0.9502642240019056,0.9085213302945229,0.9085213302945229,1.0,1.0
105,25,7,7,0,0.9938508825359385,0.9895210367748775,0.9895210367748775,1.0,1.0
108,9,7,7,0,0.9938508825359385,0.9895210367748775,0.9895210367748775,1.0,1.0
116,14,3,3,0,0.998872253775306,0.9984992496248124,0.9984992496248124,1.0,1.0
135,9,6,6,0,0.9954831099826345,0.9925075187772161,0.9925075187772161,1.0,1.0
135,23,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
137,17,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
138,5,3,3,0,0.998872253775306,0.9984992496248124,0.9984992496248124,1.0,1.0
155,4,5,5,0,0.9968642429984811,0.995001256261581,0.995001256261581,1.0,1.0
155,10,22,22,0,0.9400207889201649,0.8898010266496916,0.8898010266496916,1.0,1.0
160,16,29,29,0,0.8974110804933898,0.8138805035509974,0.8138805035509974,1.0,1.0
164,21,3,3,0,0.998872253775306,0.9984992496248124,0.9984992496248124,1.0,1.0
165,3,14,14,0,0.9754595015030865,0.9552238563540852,0.9552238563540852,1.0,1.0
172,5,3,3,0,0.998872253775306,0.9984992496248124,0.9984992496248124,1.0,1.0
176,22,7,7,0,0.9938508825359385,0.9895210367748775,0.9895210367748775,1.0,1.0
183,10,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
199,26,13,13,0,0.9788250785711123,0.9615145909703989,0.9615145909703989,1.0,1.0
217,3,7,7,0,0.9938508825359385,0.9895210367748775,0.9895210367748775,1.0,1.0
235,15,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
237,8,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
241,13,17,17,0,0.9639199330844024,0.9337314092786754,0.9337314092786754,1.0,1.0
242,4,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
242,9,5,5,0,0.9968642429984811,0.995001256261581,0.995001256261581,1.0,1.0
242,13,22,18,2,3.327854990971623e-07,0.005088147925264087,0.9998657001909306,0.00522244773433356,0.00522244773433356
254,6,22,22,0,0.9400207889201649,0.8898010266496916,0.8898010266496916,1.0,1.0
256,13,5,5,0,0.9968642429984811,0.995001256261581,0.995001256261581,1.0,1.0
259,2,16,16,0,0.9680048221116089,0.9413227215492337,0.9413227215492337,0.9999999999999999,0.9999999999999999
260,14,5,5,0,0.9968642429984811,0.995001256261581,0.995001256261581,1.0,1.0
262,8,3,3,0,0.998872253775306,0.9984992496248124,0.9984992496248124,1.0,1.0
265,18,3,3,0,0.998872253775306,0.9984992496248124,0.9984992496248124,1.0,1.0
268,11,7,7,0,0.9938508825359385,0.9895210367748775,0.9895210367748775,1.0,1.0
272,9,6,6,0,0.9954831099826345,0.9925075187772161,0.9925075187772161,1.0,1.0
273,3,3,3,0,0.998872253775306,0.9984992496248124,0.9984992496248124,1.0,1.0
274,12,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
279,25,3,3,0,0.998872253775306,0.9984992496248124,0.9984992496248124,1.0,1.0
282,25,5,5,0,0.9968642429984811,0.995001256261581,0.995001256261581,1.0,1.0
283,12,15,15,0,0.9718520782202444,0.9484901534392025,0.9484901534392025,1.0,1.0
