,n_ton,avg_homo_b,exp_homo_b,exp_minus_avg
0,2,0.0,0.0005002501250625312,0.0005002501250625312
1,3,0.0,0.0015007503751875938,0.0015007503751875938
2,4,0.0,0.0030015007503751876,0.0030015007503751876
3,5,0.011627906976744186,0.0050025012506253125,-0.006625405726118873
4,6,0.0,0.007503751875937969,0.007503751875937969
5,7,0.016129032258064516,0.010505252626313155,-0.00562377963175136
6,8,0.023809523809523808,0.014007003501750877,-0.00980252030777293
7,9,0.0,0.018009004502251128,0.018009004502251128
8,10,0.0,0.022511255627813902,0.022511255627813902
9,11,0.1,0.02751375687843922,-0.07248624312156078
10,12,0.03571428571428571,0.03301650825412707,-0.0026977774601586457
11,13,0.034482758620689655,0.03901950975487743,0.0045367511341877775
12,14,0.12,0.045522761380690356,-0.07447723861930963
13,15,0.043478260869565216,0.05252626313156578,0.009048002262000567
14,16,0.0,0.060030015007503754,0.060030015007503754
15,17,0.0,0.06803401700850426,0.06803401700850426
16,18,0.0,0.07653826913456728,0.07653826913456728
17,19,0.0625,0.08554277138569286,0.023042771385692856
18,20,0.0,0.09504752376188096,0.09504752376188096
19,21,0.17647058823529413,0.10505252626313157,-0.07141806197216256
20,22,0.0,0.11555777888944473,0.11555777888944473
21,23,0.0,0.12656328164082042,0.12656328164082042
22,24,0.0,0.1380690345172586,0.1380690345172586
23,25,0.2,0.1500750375187594,-0.04992496248124062
24,26,0.26666666666666666,0.16258129064532265,-0.10408537602134402
25,27,0.1875,0.17558779389694848,-0.01191220610305152
26,28,0.0,0.1890945472736368,0.1890945472736368
27,29,0.1,0.2031015507753877,0.10310155077538768
28,30,0.1111111111111111,0.21760880440220104,0.10649769329108993
29,31,0.1,0.23261630815407702,0.13261630815407702
30,32,0.25,0.24812406203101553,-0.0018759379689844702
31,33,0.4,0.26413206603301653,-0.1358679339669835
32,34,0.0,0.2806403201600801,0.2806403201600801
33,35,0.125,0.2976488244122061,0.17264882441220608
34,36,0.5,0.3151575787893947,-0.1848424212106053
35,37,0.3333333333333333,0.33316658329164583,-0.0001667500416874801
36,38,0.3333333333333333,0.3516758379189595,0.018342504585626196
37,39,0.16666666666666666,0.3706853426713356,0.20401867600466897
38,40,0.5,0.39019509754877435,-0.10980490245122565
39,41,0.4,0.4102051025512756,0.010205102551275602
40,42,0.5,0.4307153576788395,-0.0692846423211605
41,43,0.2,0.45172586293146577,0.25172586293146576
42,44,0.6666666666666666,0.47323661830915464,-0.19343004835751199
43,45,0.0,0.49524762381190596,0.49524762381190596
44,46,1.5,0.51775887943972,-0.98224112056028
45,47,0.8,0.5407703851925961,-0.2592296148074039
46,48,1.0,0.5642821410705353,-0.4357178589294647
47,49,0.0,0.5882941470735368,0.5882941470735368
48,50,1.0,0.612806403201601,-0.38719359679839904
49,51,0.75,0.6378189094547272,-0.11218109054527281
50,53,0.0,0.6893446723361683,0.6893446723361683
51,54,1.3333333333333333,0.7158579289644822,-0.6174754043688511
52,55,0.5,0.7428714357178589,0.24287143571785885
53,57,0.0,0.7983991995998,0.7983991995998
54,58,0.0,0.8269134567283642,0.8269134567283642
55,59,1.5,0.8559279639819909,-0.6440720360180091
56,60,1.0,0.8854427213606806,-0.11455727863931942
57,62,1.0,0.9459729864932468,-0.05402701350675321
58,64,1.0,1.0085042521260628,0.008504252126062761
59,65,0.0,1.0405202601300654,1.0405202601300654
60,66,0.0,1.0730365182591297,1.0730365182591297
61,69,1.0,1.173586793396699,0.17358679339669902
62,74,1.0,1.351175587793897,0.3511755877938969
63,75,1.0,1.3881940970485243,0.38819409704852426
64,76,0.0,1.4257128564282142,1.4257128564282142
65,77,2.0,1.463731865932967,-0.536268134067033
66,81,0.0,1.6208104052026013,1.6208104052026013
67,95,1.0,2.233616808404201,1.233616808404201
68,96,0.0,2.281140570285143,2.281140570285143
