chrom,pos,allele_count,num_heterozygotes,num_homozygotes,chi_pr_values,fisher_pr_values,fisher_p_n_homo_leq,fisher_p_n_homo_geq,fisher_p_two_sided
6,12,15,11,2,0.11686435965175293,0.07764263957060945,0.9914936632639512,0.08614897630665835,0.08614897630665835
10,8,4,4,0,0.9793906794086937,0.9699257709869142,0.9699257709869142,1.0,1.0
14,15,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
20,7,9,9,0,0.8949238092851353,0.8285734145637804,0.8285734145637804,1.0,1.0
20,9,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
24,7,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
38,18,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
43,8,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
57,5,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
69,4,8,8,0,0.9168553557320289,0.8645983456317708,0.8645983456317708,1.0,1.0
76,23,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
79,23,8,8,0,0.9168553557320289,0.8645983456317708,0.8645983456317708,1.0,1.0
86,22,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
91,4,11,11,0,0.8441980472389944,0.7479764414744956,0.7479764414744956,1.0,1.0
91,24,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
95,14,3,3,0,0.9884717172910189,0.9849246231155779,0.9849246231155779,1.0,1.0
103,12,8,8,0,0.9168553557320289,0.8645983456317708,0.8645983456317708,1.0,1.0
107,21,5,5,0,0.967661338543614,0.9501313674973854,0.9501313674973854,0.9999999999999999,0.9999999999999999
107,22,4,4,0,0.9793906794086937,0.9699257709869142,0.9699257709869142,1.0,1.0
114,9,3,3,0,0.9884717172910189,0.9849246231155779,0.9849246231155779,1.0,1.0
125,17,9,9,0,0.8949238092851353,0.8285734145637804,0.8285734145637804,1.0,1.0
127,22,6,6,0,0.9532991233779651,0.9257690247410422,0.9257690247410422,1.0,1.0
136,7,24,18,3,0.3358242385717969,0.11083660655602078,0.9691933125642089,0.14164329399181197,0.14164329399181197
139,18,4,4,0,0.9793906794086937,0.9699257709869142,0.9699257709869142,1.0,1.0
143,2,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
146,16,7,7,0,0.9363428490862598,0.8971369930480203,0.8971369930480203,1.0,1.0
149,6,8,8,0,0.9168553557320289,0.8645983456317708,0.8645983456317708,1.0,1.0
150,20,7,7,0,0.9363428490862598,0.8971369930480203,0.8971369930480203,1.0,1.0
152,20,12,12,0,0.8156971872742131,0.704443421071218,0.704443421071218,0.9999999999999999,0.9999999999999999
155,10,4,4,0,0.9793906794086937,0.9699257709869142,0.9699257709869142,1.0,1.0
157,2,16,14,1,0.8872537232106715,0.36807269253645375,0.8895090069630964,0.4785636855733572,0.4785636855733572
160,16,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
164,21,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
167,4,7,7,0,0.9363428490862598,0.8971369930480203,0.8971369930480203,1.0,1.0
168,17,33,33,0,0.14193548440051357,0.04190761702901869,0.04190761702901869,1.0,0.06623646136601792
173,3,5,5,0,0.967661338543614,0.9501313674973854,0.9501313674973854,0.9999999999999999,0.9999999999999999
176,10,8,8,0,0.9168553557320289,0.8645983456317708,0.8645983456317708,1.0,1.0
176,22,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
180,7,5,5,0,0.967661338543614,0.9501313674973854,0.9501313674973854,0.9999999999999999,0.9999999999999999
186,18,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
194,6,6,6,0,0.9532991233779651,0.9257690247410422,0.9257690247410422,1.0,1.0
195,4,3,3,0,0.9884717172910189,0.9849246231155779,0.9849246231155779,1.0,1.0
199,26,8,8,0,0.9168553557320289,0.8645983456317708,0.8645983456317708,1.0,1.0
201,26,4,4,0,0.9793906794086937,0.9699257709869142,0.9699257709869142,1.0,1.0
202,26,4,4,0,0.9793906794086937,0.9699257709869142,0.9699257709869142,1.0,1.0
212,23,5,5,0,0.967661338543614,0.9501313674973854,0.9501313674973854,0.9999999999999999,0.9999999999999999
213,25,13,11,1,0.636694737211855,0.29226907895507986,0.951748026340901,0.34052105261417887,0.34052105261417887
215,14,12,12,0,0.8156971872742131,0.704443421071218,0.704443421071218,0.9999999999999999,0.9999999999999999
216,16,7,7,0,0.9363428490862598,0.8971369930480203,0.8971369930480203,1.0,1.0
219,5,3,3,0,0.9884717172910189,0.9849246231155779,0.9849246231155779,1.0,1.0
231,10,5,5,0,0.967661338543614,0.9501313674973854,0.9501313674973854,0.9999999999999999,0.9999999999999999
242,13,10,10,0,0.8706596335622918,0.7895306882230787,0.7895306882230787,1.0,1.0
248,10,3,3,0,0.9884717172910189,0.9849246231155779,0.9849246231155779,1.0,1.0
254,6,8,8,0,0.9168553557320289,0.8645983456317708,0.8645983456317708,1.0,1.0
254,6,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
254,22,13,13,0,0.7853368085583136,0.6594789473858211,0.6594789473858211,1.0,1.0
258,19,19,17,1,0.993590276708091,0.4057648780447032,0.7949194979238337,0.6108453801208695,1.0
259,2,9,7,1,0.17873213315341907,0.16211218980595704,0.9906856043697374,0.17142658543621964,0.17142658543621964
265,12,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
271,25,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
271,26,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
273,19,5,5,0,0.967661338543614,0.9501313674973854,0.9501313674973854,0.9999999999999999,0.9999999999999999
280,2,7,7,0,0.9363428490862598,0.8971369930480203,0.8971369930480203,1.0,1.0
282,25,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
287,6,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
288,20,7,7,0,0.9363428490862598,0.8971369930480203,0.8971369930480203,1.0,1.0
293,15,4,4,0,0.9793906794086937,0.9699257709869142,0.9699257709869142,1.0,1.0
297,10,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
304,4,6,6,0,0.9532991233779651,0.9257690247410422,0.9257690247410422,1.0,1.0
312,7,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
317,18,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
317,23,3,3,0,0.9884717172910189,0.9849246231155779,0.9849246231155779,1.0,1.0
324,10,15,15,0,0.7198538415228386,0.5674454009936996,0.5674454009936996,1.0,1.0
331,18,3,3,0,0.9884717172910189,0.9849246231155779,0.9849246231155779,1.0,1.0
333,25,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
339,2,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
346,23,4,4,0,0.9793906794086937,0.9699257709869142,0.9699257709869142,1.0,1.0
355,15,4,4,0,0.9793906794086937,0.9699257709869142,0.9699257709869142,1.0,1.0
364,19,4,4,0,0.9793906794086937,0.9699257709869142,0.9699257709869142,1.0,1.0
368,19,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
371,16,3,3,0,0.9884717172910189,0.9849246231155779,0.9849246231155779,1.0,1.0
377,23,8,8,0,0.9168553557320289,0.8645983456317708,0.8645983456317708,1.0,1.0
379,19,14,14,0,0.7533165592103706,0.6136328173536518,0.6136328173536518,1.0,1.0
389,11,15,13,1,0.8196748873819879,0.34640562269964215,0.9138510236933417,0.4325545990063005,0.4325545990063005
389,15,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
393,8,2,2,0,0.9949114704013271,0.9949748743718593,0.9949748743718593,1.0,1.0
