,n_ton,avg_homo_b,exp_homo_b,exp_minus_avg
0,2,0.0,0.0005002501250625312,0.0005002501250625312
1,3,0.0,0.0015007503751875938,0.0015007503751875938
2,4,0.0,0.0030015007503751876,0.0030015007503751876
3,5,0.0,0.0050025012506253125,0.0050025012506253125
4,6,0.0,0.007503751875937969,0.007503751875937969
5,7,0.0,0.010505252626313155,0.010505252626313155
6,8,0.0,0.014007003501750877,0.014007003501750877
7,9,0.037037037037037035,0.018009004502251128,-0.019028032534785907
8,10,0.0,0.022511255627813902,0.022511255627813902
9,11,0.0,0.02751375687843922,0.02751375687843922
10,12,0.1111111111111111,0.03301650825412707,-0.07809460285698404
11,13,0.0,0.03901950975487743,0.03901950975487743
12,14,0.0,0.045522761380690356,0.045522761380690356
13,15,0.0,0.05252626313156578,0.05252626313156578
14,16,0.16666666666666666,0.060030015007503754,-0.1066366516591629
15,17,0.2,0.06803401700850426,-0.13196598299149576
16,18,0.0,0.07653826913456728,0.07653826913456728
17,19,0.0,0.08554277138569286,0.08554277138569286
18,20,0.0,0.09504752376188096,0.09504752376188096
19,21,0.0,0.10505252626313157,0.10505252626313157
20,22,0.0,0.11555777888944473,0.11555777888944473
21,23,0.0,0.12656328164082042,0.12656328164082042
22,24,0.0,0.1380690345172586,0.1380690345172586
23,25,0.0,0.1500750375187594,0.1500750375187594
24,26,0.5,0.16258129064532265,-0.3374187093546773
25,28,0.0,0.1890945472736368,0.1890945472736368
26,32,0.0,0.24812406203101553,0.24812406203101553
27,34,0.0,0.2806403201600801,0.2806403201600801
28,38,0.0,0.3516758379189595,0.3516758379189595
29,45,0.0,0.49524762381190596,0.49524762381190596
